Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Order Quantity,Sub Total,Discount%,Discount $,Order Total,Shipping Cost,Total
5821-1,15/3/12,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2015-03-13,1.94,3.08,4,12.32,3,0.37,12.29,0.99,13.28
6345-1,16/7/2,Susan Pistek,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016-07-04,1.84,2.88,18,51.84,3,1.56,51.81,0.99,52.80
5019-1,13/2/13,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,High,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,2013-02-15,75.00,120.97,6,725.82,8,58.07,725.74,26.30,752.04
5978-1,15/7/18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2015-07-20,2.26,3.58,43,153.94,8,12.32,153.86,5.47,159.33
5396-1,14/2/2,Suzanne McNair,"Crown Complex,Southbank",Melbourne,VIC,Small Business,Connor Betts,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,2014-02-07,2.25,3.69,20,73.80,8,5.90,73.72,2.50,76.22
5884-1,15/5/3,Suzanne McNair,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Critical,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2015-05-05,10.07,15.98,26,415.48,3,12.46,415.45,4.00,419.45
5274-1,13/10/13,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,300 Series Non-Flip,Technology,Small Box,Regular Air,2013-10-14,62.40,155.99,48,7487.52,4,299.50,7487.48,8.08,7495.56
5274-2,13/10/13,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2013-10-13,3.40,5.40,8,43.20,8,3.46,43.12,7.78,50.90
5030-1,13/2/24,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2013-02-25,0.87,1.81,41,74.21,3,2.23,74.18,0.75,74.93
6429-1,16/10/8,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016-10-08,11.04,16.98,43,730.14,9,65.71,730.05,12.39,742.44
5933-1,15/6/11,Tamara Chand,"96 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,Regular Air,2015-06-11,3.51,8.57,22,188.54,10,18.85,188.44,6.14,194.58
5018-1,13/2/12,Tamara Dahlen,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,"Message Book, One Form per Page",Office Supplies,Wrap Bag,Express Air,2013-02-14,2.41,3.71,42,155.82,7,10.91,155.75,1.93,157.68
6103-1,15/10/31,Tamara Manning,"184 King Street,Newtown",Sydney,NSW,Corporate,Charlie Bui,High,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,2015-11-01,156.50,300.97,23,6922.31,6,415.34,6922.25,7.18,6929.43
5279-1,13/10/20,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,2013-10-21,3.65,5.98,21,125.58,2,2.51,125.56,1.49,127.05
6174-1,16/1/19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-01-19,4.46,10.89,25,272.25,3,8.17,272.22,4.50,276.72
5323-1,13/11/27,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Critical,UGen RF Keyboard,Technology,Small Box,Regular Air,2013-11-29,81.59,159.99,50,7999.50,5,399.98,7999.45,5.50,8004.95
6012-1,15/8/8,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,2015-08-09,5.33,8.60,15,129.00,4,5.16,128.96,6.19,135.15
6453-1,16/10/25,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 479 Labels,Office Supplies,Small Box,Express Air,2016-10-27,1.59,2.61,25,65.25,4,2.61,65.21,0.50,65.71
5042-1,13/3/21,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Aluminum Document Frame,Furniture,Small Pack,Regular Air,2013-03-28,5.50,12.22,5,61.10,4,2.44,61.06,2.85,63.91
5101-1,13/5/22,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,2013-05-23,4.59,7.28,2,14.56,8,1.16,14.48,11.15,25.63
5191-1,13/7/28,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,Wrap Bag,Regular Air,2013-07-30,1.95,3.98,30,119.40,10,11.94,119.30,0.83,120.13
5863-1,15/4/19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Beekin 105-Key Black Keyboard,Technology,Small Box,Express Air,2015-04-19,6.39,19.98,6,119.88,8,9.59,119.80,4.00,123.80
6303-1,16/5/22,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-05-24,4.46,10.89,1,10.89,0,0.00,10.89,4.50,15.39
6351-1,16/7/7,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,Regular Air,2016-07-08,1.09,1.68,50,84.00,9,7.56,83.91,1.00,84.91
6432-1,16/10/12,Thea Hendricks,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-10-14,54.29,90.48,25,2262.00,2,45.24,2261.98,19.99,2281.97
5081-1,13/5/9,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Pizazz Dustless Chalk Sticks,Office Supplies,Wrap Bag,Regular Air,2013-05-11,1.09,1.68,18,30.24,6,1.81,30.18,1.00,31.18
5718-1,14/12/22,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,2014-12-23,0.92,1.81,48,86.88,10,8.69,86.78,1.56,88.34
6531-1,16/12/17,Theresa Coyne,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,High,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2016-12-19,2.52,4.00,28,112.00,4,4.48,111.96,1.30,113.26
6586-1,17/2/7,Theresa Swint,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2017-02-07,0.93,1.48,10,14.80,10,1.48,14.70,0.70,15.40
5053-1,13/4/26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2013-04-26,8.82,20.99,19,398.81,1,3.99,398.80,4.81,403.61
5083-1,13/5/10,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,2013-05-11,54.52,100.97,15,1514.55,10,151.46,1514.45,7.18,1521.63
5314-1,13/11/18,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Small Box,Regular Air,2013-11-20,21.56,35.94,19,682.86,9,61.46,682.77,6.66,689.43
5909-1,15/5/22,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Critical,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-05-24,2.31,3.78,19,71.82,3,2.15,71.79,0.71,72.50
5814-1,15/3/2,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Critical,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Wrap Bag,Regular Air,2015-03-04,1.30,2.88,43,123.84,10,12.38,123.74,1.01,124.75
6272-1,16/4/23,Thomas Thornton,"222 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Smiths Gold Paper Clips,Office Supplies,Wrap Bag,Regular Air,2016-04-24,1.82,2.98,32,95.36,1,0.95,95.35,1.58,96.93
5730-1,14/12/28,Tim Taslimi,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Desktop 3-Pocket Hot File,Office Supplies,Small Box,Regular Air,2014-12-28,22.18,54.10,5,270.50,4,10.82,270.46,19.99,290.45
5682-1,14/11/10,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,High,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,2014-11-12,377.99,599.99,20,11999.80,7,839.99,11999.73,24.49,12024.22
6274-1,16/4/25,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,Leighton Forrest,Not Specified,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2016-04-26,8.31,15.98,18,287.64,10,28.76,287.54,6.50,294.04
6001-1,15/7/29,Toby Grace,"324A King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-07-30,54.29,90.48,15,1357.20,1,13.57,1357.19,19.99,1377.18
5290-1,13/10/28,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,Small Pack,Regular Air,2013-10-29,1.87,8.12,37,300.44,0,0.00,300.44,2.83,303.27
5318-1,13/11/20,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady Liquid Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2013-11-21,3.47,6.68,15,100.20,3,3.01,100.17,1.50,101.67
6237-1,16/3/25,Toby Knight,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-03-25,2.31,3.78,28,105.84,0,0.00,105.84,0.71,106.55
5027-1,13/2/22,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2013-02-23,54.29,90.48,8,723.84,7,50.67,723.77,19.99,743.76
5440-1,14/3/15,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,2014-03-15,3.50,5.74,45,258.30,0,0.00,258.30,5.01,263.31
5525-1,14/6/18,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Critical,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,Regular Air,2014-06-18,1.88,3.14,32,100.48,3,3.01,100.45,1.14,101.59
5724-1,14/12/27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,2014-12-27,14.95,34.76,10,347.60,3,10.43,347.57,8.22,355.79
5724-2,14/12/27,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,High,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2014-12-29,2.31,3.78,41,154.98,2,3.10,154.96,0.71,155.67
6445-1,16/10/22,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016-10-24,1.59,2.61,44,114.84,7,8.04,114.77,0.50,115.27
5835-1,15/3/22,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,2015-03-23,4.59,7.28,40,291.20,4,11.65,291.16,11.15,302.31
5303-1,13/11/9,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2013-11-09,3.32,5.18,8,41.44,6,2.49,41.38,2.04,43.42
5787-1,15/2/3,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2015-03-02,4.79,11.97,17,203.49,3,6.10,203.46,5.81,209.27
5851-1,15/4/10,Tom Stivers,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Critical,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,2015-04-12,6.39,19.98,35,699.30,10,69.93,699.20,4.00,703.20
5588-1,14/8/11,Tonja Turnell,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,Yvette Biti,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Express Air,2014-08-13,2.90,4.76,11,52.36,8,4.19,52.28,0.88,53.16
5345-1,13/12/17,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2013-12-19,5.33,8.60,23,197.80,2,3.96,197.78,6.19,203.97
5206-1,13/8/9,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Cando PC940 Copier,Technology,Large Box,Regular Air,2013-08-13,216.00,449.99,40,17999.60,4,719.98,17999.56,24.49,18024.05
5834-1,15/3/21,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-03-22,3.75,7.08,31,219.48,1,2.19,219.47,2.35,221.82
6209-1,16/2/17,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2016-02-18,1.60,2.62,48,125.76,10,12.58,125.66,0.80,126.46
6430-1,16/10/11,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-10-15,2.31,3.78,22,83.16,10,8.32,83.06,0.71,83.77
6497-1,16/11/20,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,2016-11-21,1.05,1.95,20,39.00,6,2.34,38.94,1.63,40.57
5479-1,14/5/6,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,2014-05-08,2.26,3.58,25,89.50,0,0.00,89.50,5.47,94.97
5479-2,14/5/6,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,2014-05-08,0.87,1.81,45,81.45,8,6.52,81.37,0.75,82.12
6007-1,15/8/2,Tracy Collins,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2015-08-04,12.39,19.98,44,879.12,7,61.54,879.05,5.77,884.82
5816-1,15/3/4,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Wrap Bag,Regular Air,2015-03-06,2.16,3.85,4,15.40,9,1.39,15.31,0.70,16.01
6542-1,16/12/28,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,Medium,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,2016-12-29,1.17,2.78,48,133.44,3,4.00,133.41,1.20,134.61
5442-1,14/3/17,Troy Blackwell,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Critical,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,2014-03-18,1.09,2.60,43,111.80,1,1.12,111.79,2.40,114.19
5745-1,15/1/11,Troy Blackwell,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Wrap Bag,Regular Air,2015-01-13,0.90,2.10,23,48.30,6,2.90,48.24,0.70,48.94
5066-1,13/5/2,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2013-05-03,54.29,90.48,15,1357.20,5,67.86,1357.15,19.99,1377.14
6422-1,16/9/28,Troy Staebel,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2016-09-30,19.83,30.98,30,929.40,3,27.88,929.37,19.51,948.88
5647-1,14/10/9,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,2014-10-09,4.19,10.23,37,378.51,8,30.28,378.43,4.68,383.11
5326-1,13/12/5,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Express Air,2013-12-07,16.80,40.97,49,2007.53,9,180.68,2007.44,8.99,2016.43
5357-1,13/12/30,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2013-12-30,13.64,20.98,23,482.54,3,14.48,482.51,1.49,484.00
5818-1,15/3/6,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Regular Air,2015-03-07,5.33,8.60,2,17.20,5,0.86,17.15,6.19,23.34
5861-1,15/4/18,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,2015-04-18,3.50,5.74,23,132.02,6,7.92,131.96,5.01,136.97
5214-1,13/8/17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013-08-17,2.52,4.00,41,164.00,2,3.28,163.98,1.30,165.28
5596-1,14/8/26,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2014-08-26,10.07,15.98,46,735.08,2,14.70,735.06,4.00,739.06
6138-1,15/12/8,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-12-12,1.60,2.62,26,68.12,8,5.45,68.04,0.80,68.84
6415-1,16/9/25,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2016-09-26,4.46,10.89,19,206.91,7,14.48,206.84,4.50,211.34
5843-1,15/4/4,Valerie Mitchum,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,2015-04-05,75.00,120.97,38,4596.86,9,413.72,4596.77,26.30,4623.07
6473-1,16/11/2,Valerie Mitchum,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Regular Air,2016-11-04,16.80,40.97,26,1065.22,6,63.91,1065.16,8.99,1074.15
6276-1,16/4/27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Yvette Biti,High,Colored Envelopes,Office Supplies,Small Box,Regular Air,2016-04-28,2.25,3.69,46,169.74,4,6.79,169.70,2.50,172.20
5651-1,14/10/15,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Express Air,2014-10-19,52.07,83.98,34,2855.32,6,171.32,2855.26,5.01,2860.27
6322-1,16/6/13,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,2016-06-15,32.02,152.48,12,1829.76,10,182.98,1829.66,4.00,1833.66
6056-1,15/9/4,Victor Price,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,2015-09-06,75.00,120.97,46,5564.62,7,389.52,5564.55,26.30,5590.85
5239-1,13/9/12,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013-09-14,4.46,10.89,37,402.93,10,40.29,402.83,4.50,407.33
5299-1,13/11/5,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2013-11-07,2.29,3.69,42,154.98,4,6.20,154.94,0.50,155.44
5612-1,14/9/10,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,Regular Air,2014-09-12,11.38,18.65,7,130.55,1,1.31,130.54,3.77,134.31
5566-1,14/7/26,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,2014-08-04,377.99,599.99,25,14999.75,7,1049.98,14999.68,24.49,15024.17
5566-2,14/7/26,Victoria Wilson,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,Natasha Song,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2014-08-02,1.60,2.62,10,26.20,8,2.10,26.12,0.80,26.92
5708-1,14/12/6,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Not Specified,Artisan Round Ring Poly Binders,Office Supplies,Small Box,Express Air,2014-12-08,1.82,2.84,21,59.64,1,0.60,59.63,5.44,65.07
6324-1,16/6/14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,2016-06-14,8.82,20.99,2,41.98,1,0.42,41.97,4.81,46.78
6328-1,16/6/14,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016-06-19,0.71,1.14,31,35.34,7,2.47,35.27,0.70,35.97
6108-1,15/11/6,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,TechSavi Cordless Access Keyboard,Technology,Small Box,Express Air,2015-11-06,14.70,29.99,20,599.80,4,23.99,599.76,5.50,605.26
6141-1,15/12/9,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Alliance Rubber Bands,Office Supplies,Wrap Bag,Express Air,2015-12-10,0.32,1.68,6,10.08,5,0.50,10.03,1.02,11.05
6376-1,16/8/18,Vivek Grady,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Low,Colored Envelopes,Office Supplies,Small Box,Regular Air,2016-08-22,2.25,3.69,16,59.04,2,1.18,59.02,2.50,61.52
